450905-0,0B943B-0,7085CA-0,2AD75E-0,1A9B20-0,BAAF62-0,75A2B6-0,DF309F-0,0BF51C-0,B85D75-0,180E1A-0,82CCF5-0,3F05F3-0,40067F-0,0E1F8E-0,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr7:97736101-97736110,73,47,38,23,69,44,74,66,19,31,119,33,66,55,57,102,19,41,43,47,62,26
chr7:97736151-97736160,77,43,43,20,80,45,86,83,20,36,125,30,51,62,58,102,12,41,35,45,71,26
chr7:99063801-99063810,31,24,15,5,26,19,25,27,13,16,37,15,26,16,25,41,7,18,18,25,36,15
chr7:99070401-99070410,51,59,36,27,67,30,63,44,12,38,120,41,42,42,56,69,17,28,46,50,73,26
chr7:99070451-99070460,58,50,34,29,75,31,79,49,13,38,101,39,45,37,58,73,22,26,50,40,62,21
chr7:99102551-99102560,85,68,50,27,81,42,75,71,25,37,127,43,41,64,55,89,25,43,52,41,72,26
chr7:99149751-99149760,20,16,7,8,26,14,34,29,7,12,43,4,20,13,21,36,6,10,16,10,22,7
chr7:99214551-99214560,32,22,11,12,32,20,46,35,13,21,41,17,18,16,29,54,11,10,13,19,29,10
chr7:99517201-99517210,49,37,21,11,51,14,41,43,5,28,54,17,39,13,30,44,13,15,23,24,32,16
chr7:99613201-99613210,24,26,22,7,32,17,26,28,10,13,45,18,27,15,26,35,9,11,27,16,44,13
chr7:99746451-99746460,63,58,49,16,70,36,73,56,14,37,115,48,41,38,43,73,22,37,49,41,70,28
chr7:99869851-99869860,19,26,14,7,41,16,46,34,9,13,52,13,26,11,33,39,13,18,20,15,26,9
chr7:99869901-99869910,23,26,18,10,49,20,49,33,7,17,57,18,28,14,35,45,14,17,26,21,37,17
chr7:99933751-99933760,42,21,20,10,27,24,28,25,7,10,32,19,24,14,24,30,13,21,18,15,26,16
chr7:99933801-99933810,34,19,19,10,25,18,26,23,8,10,32,11,17,13,19,28,12,20,18,11,17,10
chr7:99966951-99966960,51,30,25,12,40,14,40,16,5,29,47,27,34,45,24,64,20,28,29,28,37,16
chr7:100136651-100136660,106,70,52,31,105,46,91,82,28,59,162,61,59,53,85,127,26,50,61,69,125,37
chr7:100136701-100136710,113,80,50,22,114,44,116,85,25,66,162,68,58,52,82,128,35,55,57,80,120,42
chr7:100550801-100550810,113,27,32,42,68,30,78,36,58,39,26,38,75,60,58,63,61,39,40,40,38,18
chr7:100550851-100550860,108,27,35,46,67,34,78,36,65,45,24,34,75,67,58,60,65,40,37,35,43,24
chr7:100638101-100638110,15,5,10,11,22,8,16,10,17,4,3,9,27,14,18,10,9,5,2,9,8,3
chr7:100638201-100638210,14,3,6,11,21,11,17,12,12,7,4,7,27,17,16,8,5,5,4,8,10,6
chr7:100644101-100644110,17,1,5,12,11,6,12,8,23,17,8,10,15,14,9,13,12,9,6,4,8,5
chr7:100895651-100895660,56,46,33,21,78,32,76,54,19,34,120,46,47,45,56,74,17,31,49,40,84,29
chr7:100895701-100895710,62,62,37,20,88,36,68,59,23,39,134,50,46,44,62,86,18,37,66,47,104,34
chr7:100895751-100895760,52,50,39,21,65,34,66,45,15,38,90,35,31,44,57,78,18,30,42,44,76,28
chr7:102004201-102004210,43,44,27,19,54,24,65,60,16,31,83,25,23,31,45,76,21,23,33,29,55,26
chr7:102004251-102004260,44,41,16,14,48,25,55,56,14,31,58,18,16,29,33,63,27,27,25,19,46,20
chr7:102004301-102004310,41,38,16,15,49,28,66,58,16,30,63,17,20,33,31,66,24,26,21,18,41,16
chr7:102036701-102036710,51,28,20,17,49,30,46,58,9,28,85,22,31,23,37,62,8,18,19,35,53,18
chr7:102045201-102045210,18,15,13,9,23,9,30,21,4,8,33,10,17,10,14,16,4,7,12,14,24,11
chr7:102105401-102105410,57,34,12,13,50,22,38,38,12,18,76,23,32,26,41,66,17,31,28,44,62,28
chr7:102119451-102119460,58,61,34,14,47,29,51,34,21,30,119,39,36,30,35,61,17,26,48,42,64,34
chr7:102158351-102158360,61,35,29,24,50,32,83,47,18,27,130,34,36,71,26,108,28,62,29,60,90,38
chr7:102158401-102158410,70,36,29,32,60,41,81,45,22,31,119,36,47,72,34,103,31,68,31,58,93,37
chr7:102213051-102213060,104,62,50,22,60,76,121,69,25,42,153,33,74,101,81,183,49,61,59,55,102,35
chr7:102213101-102213110,114,52,57,25,48,70,106,57,20,47,172,33,58,115,71,159,45,68,57,58,135,38
chr7:102257351-102257360,86,44,38,42,69,52,86,58,24,46,159,41,59,100,39,119,36,73,50,74,103,47
chr7:102389251-102389260,76,67,35,21,117,39,116,101,19,45,116,49,50,55,92,171,29,44,46,56,79,27
chr7:102389301-102389310,85,78,49,32,143,46,157,134,22,61,161,71,47,79,104,229,29,51,60,64,88,29
chr7:102389351-102389360,62,55,38,27,117,32,129,119,23,52,112,52,48,71,83,194,24,41,46,66,64,27
chr7:102789801-102789810,44,22,17,13,59,24,69,60,10,21,72,22,27,31,45,96,4,23,25,25,35,15
chr7:102789851-102789860,48,24,22,11,71,18,72,64,14,26,67,26,31,34,47,96,6,22,33,26,37,16
chr7:102937801-102937810,36,46,24,15,62,24,75,49,16,25,102,33,24,30,36,88,13,14,30,26,60,18
chr7:102937851-102937860,37,45,29,17,71,26,82,58,17,28,99,32,25,36,42,107,13,20,36,22,55,18
chr7:102985201-102985210,50,30,18,19,69,23,75,81,18,22,62,27,34,34,49,93,9,25,16,20,37,17
chr7:102985251-102985260,59,38,25,21,67,20,83,76,15,26,87,33,34,26,64,101,13,25,25,32,48,20
chr7:102988101-102988110,17,11,14,9,38,28,40,49,10,11,33,13,24,21,27,61,7,10,13,17,23,12
chr7:103848501-103848510,64,39,25,20,97,35,94,67,20,35,84,27,37,36,57,144,15,20,32,33,50,21
chr7:104624601-104624610,61,30,18,16,88,23,120,83,13,25,78,23,39,35,56,120,13,26,37,20,39,22
chr7:104992701-104992710,39,27,20,10,65,23,88,67,14,30,72,25,19,22,46,109,9,15,19,20,46,18
chr7:104992751-104992760,49,25,23,15,76,20,98,75,15,35,80,26,31,21,44,121,15,16,23,30,48,13
chr7:104992801-104992810,44,21,19,13,64,20,84,57,12,28,54,20,29,15,30,106,12,16,21,24,34,11
chr7:105162701-105162710,62,31,18,13,68,26,66,70,20,39,67,33,30,32,38,120,20,37,25,31,41,23
chr7:105172551-105172560,53,44,29,20,97,22,89,84,20,37,78,35,32,50,58,138,22,41,24,29,57,24
chr7:105172601-105172610,58,55,43,20,109,22,101,91,24,36,79,48,39,58,59,160,29,39,38,38,52,33
chr7:105172651-105172660,54,57,36,20,122,29,85,78,21,36,94,42,45,54,60,151,27,35,41,37,49,24
chr7:105517151-105517160,63,39,31,28,80,28,97,47,18,30,84,35,42,31,40,100,20,29,44,43,60,30
chr7:105712151-105712160,23,21,18,17,68,8,77,65,1,15,57,25,27,21,47,93,6,21,16,18,30,12
chr7:105925551-105925560,147,119,73,59,217,93,186,210,44,85,282,91,96,120,168,301,61,116,104,106,146,83
chr7:106239301-106239310,23,13,12,10,63,12,50,46,12,20,41,20,8,24,32,73,12,17,14,17,31,4
chr7:106239351-106239360,23,15,14,9,62,9,66,50,9,20,42,21,16,20,33,79,6,13,21,17,33,10
chr7:106505651-106505660,45,20,16,12,62,17,69,63,8,28,49,24,19,21,48,94,13,11,19,21,31,8
chr7:106505701-106505710,35,24,16,14,67,15,74,61,8,27,47,20,21,24,40,92,9,17,21,21,32,13
chr7:107204351-107204360,46,40,28,29,72,29,108,99,22,28,97,32,26,48,49,116,15,24,31,38,70,24
chr7:107220651-107220660,33,30,21,16,68,19,72,64,10,29,63,25,23,25,39,112,12,26,19,23,38,14
chr7:107531551-107531560,89,68,55,33,182,58,169,159,34,65,197,67,63,68,99,280,26,55,60,55,115,38
chr7:107531601-107531610,96,63,52,29,179,52,168,155,29,64,191,57,53,73,102,275,25,58,54,50,112,36
chr7:107531651-107531660,96,53,41,37,191,49,173,156,20,61,153,43,62,69,90,268,26,57,45,33,84,27
chr7:108166701-108166710,173,145,116,61,319,108,320,293,62,116,365,118,94,168,190,481,60,104,110,126,186,87
chr7:108166751-108166760,153,132,101,50,296,116,308,265,62,112,355,112,96,150,190,473,54,95,107,101,176,80
chr7:108166801-108166810,150,131,79,51,287,113,298,260,58,109,323,103,85,135,177,487,48,85,108,75,164,54
chr7:110079601-110079610,4,7,18,3,13,0,13,8,2,1,19,12,6,3,4,5,2,3,42,37,31,35
chr7:110079651-110079660,6,6,18,3,11,0,12,7,2,1,21,12,5,4,3,5,2,4,44,36,28,30
chr7:110665201-110665210,15,15,5,4,65,9,73,62,7,11,76,13,16,12,27,86,4,11,11,13,15,9
chr7:110665251-110665260,23,22,16,7,94,10,91,80,10,17,95,23,18,12,30,108,3,10,18,11,24,8
chr7:110723601-110723610,30,18,22,11,121,14,113,101,15,24,115,22,25,22,53,127,5,12,15,22,27,7
chr7:110723651-110723660,34,26,32,12,113,17,125,125,13,21,123,31,28,29,60,141,7,11,18,22,37,9
chr7:110723701-110723710,36,31,26,27,116,24,132,134,9,22,116,34,28,34,64,173,8,12,23,32,50,16
chr7:110723751-110723760,31,19,19,25,99,19,110,123,10,18,88,31,27,32,55,140,7,14,18,28,44,15
chr7:110778451-110778460,17,10,8,7,38,11,50,53,2,14,54,15,16,13,23,49,3,8,5,12,16,8
chr7:111202351-111202360,99,55,33,33,167,53,150,157,19,54,166,54,57,72,103,224,21,51,53,41,78,27
chr7:111202501-111202510,93,62,41,33,160,58,158,147,23,62,169,55,50,72,94,211,22,47,58,42,76,32
chr7:111202551-111202560,103,71,45,36,139,57,152,120,30,63,186,62,53,67,91,195,26,52,55,52,96,32
chr7:111846551-111846560,133,119,71,54,271,76,288,263,43,97,271,79,91,121,188,443,41,97,91,79,151,67
chr7:111846651-111846660,137,124,72,50,287,91,284,259,54,102,317,98,92,130,199,451,46,92,110,101,174,70
chr7:112430451-112430460,82,51,32,20,130,46,117,91,24,33,124,53,38,71,73,194,19,38,28,31,40,22
chr7:112430501-112430510,70,43,34,17,133,39,111,111,19,30,121,47,26,58,76,191,20,41,26,40,44,17
chr7:112580001-112580010,139,89,73,59,257,101,273,208,55,98,278,99,94,108,152,399,48,79,98,109,145,67
chr7:112580051-112580060,160,100,73,60,274,99,262,225,56,96,293,98,98,114,150,402,51,78,106,123,163,85
chr7:112580101-112580110,160,109,79,56,264,95,275,241,52,83,291,98,105,111,156,391,43,67,90,121,161,68
chr7:112758651-112758660,51,44,41,22,111,41,123,122,24,35,118,36,39,46,68,154,25,28,48,48,49,24
chr7:112758701-112758710,68,64,44,24,139,55,126,147,33,38,136,45,52,43,97,188,23,36,57,41,74,31
chr7:113061951-113061960,21,19,8,13,34,14,43,26,8,17,65,19,16,17,18,49,12,12,14,21,19,8
chr7:116502501-116502510,125,97,48,38,183,81,185,180,35,46,209,76,62,98,118,235,41,51,78,69,115,48
chr7:116502551-116502560,109,91,47,43,172,81,175,162,33,50,221,85,64,95,119,227,40,52,73,65,101,53
chr7:116570701-116570710,12,15,8,12,36,7,37,27,13,10,29,15,14,17,15,45,4,12,9,7,18,10
chr7:117824101-117824110,103,117,55,43,190,62,165,178,28,59,206,68,81,66,127,232,26,51,61,74,106,42
chr7:117824151-117824160,100,121,57,49,209,62,179,183,34,72,224,76,74,87,128,263,29,56,64,81,104,52
chr7:117824201-117824210,100,98,61,39,172,54,162,163,32,64,198,64,66,90,107,247,23,52,66,62,93,43
chr7:120590751-120590760,154,129,92,51,277,98,243,293,48,108,344,110,98,155,204,388,46,100,106,113,160,70
chr7:120627901-120627910,42,34,33,28,117,35,96,102,22,42,99,27,37,52,77,164,10,29,29,30,56,26
chr7:121036401-121036410,112,60,50,42,142,53,134,111,28,34,105,35,55,60,97,211,28,57,46,49,101,35
chr7:121078401-121078410,20,13,8,4,55,14,42,55,11,14,17,13,26,14,34,52,7,3,10,15,9,8
chr7:121078801-121078810,15,10,8,5,46,7,65,47,8,14,39,13,12,18,24,46,6,11,9,8,14,3
chr7:123197901-123197910,79,59,59,27,129,48,130,107,31,34,200,58,52,58,70,159,26,42,61,73,94,38
chr7:123197951-123197960,83,65,67,31,124,57,126,127,33,35,188,56,59,53,74,157,28,52,68,69,105,57
chr7:124569901-124569910,94,59,55,38,141,70,148,114,31,48,155,57,59,64,87,257,19,53,45,53,86,37
chr7:124569951-124569960,139,93,73,46,169,83,164,144,40,62,221,68,77,74,125,301,24,66,70,86,128,52
chr7:124570001-124570010,134,90,73,42,160,86,153,137,44,57,196,66,67,80,114,287,29,59,78,85,140,50
chr7:124570051-124570060,102,76,50,42,131,64,136,114,32,48,167,53,64,75,98,234,30,54,62,61,102,44
chr7:126987951-126987960,42,25,23,15,75,26,59,56,13,22,54,22,21,21,38,117,7,14,16,15,42,13
chr7:127054201-127054210,24,16,9,18,51,10,49,53,4,11,45,11,22,10,32,64,1,11,16,7,17,11
chr7:127087601-127087610,27,16,14,3,31,12,24,33,6,12,38,20,17,17,19,53,8,6,14,17,16,13
chr7:127225601-127225610,62,36,25,18,69,19,68,66,14,28,65,25,34,38,37,81,14,20,25,22,56,21
chr7:127225651-127225660,57,48,24,19,77,25,75,71,11,30,82,28,40,40,39,95,20,24,30,32,78,30
chr7:127225701-127225710,56,52,21,20,71,25,57,71,13,28,83,28,39,36,32,101,22,26,31,34,81,28
chr7:127228451-127228460,61,39,29,18,88,33,96,83,24,40,91,35,49,42,49,128,23,28,24,34,47,30
chr7:127292001-127292010,75,67,47,40,127,59,169,142,43,55,150,56,60,82,89,242,31,65,63,66,86,33
chr7:127292051-127292060,89,76,51,44,139,60,181,140,41,57,146,59,60,93,90,242,28,76,66,68,96,33
chr7:127292101-127292110,81,76,53,43,142,52,172,143,44,57,136,63,61,89,85,232,25,69,72,64,90,41
chr7:127748951-127748960,25,18,17,13,56,18,70,44,12,23,55,14,17,29,25,71,6,13,8,17,22,9
chr7:127983951-127983960,36,29,21,13,53,24,50,30,13,11,51,17,21,13,26,77,5,16,24,20,37,17
chr7:127984001-127984010,43,32,23,11,55,17,40,31,15,12,66,26,24,21,32,65,4,15,30,18,51,17
chr7:128095851-128095860,36,40,24,16,66,32,54,56,14,27,80,28,17,28,46,73,9,17,32,19,61,20
chr7:128095901-128095910,42,43,32,21,71,34,62,67,18,28,94,33,24,34,44,72,12,22,36,26,70,27
chr7:128099551-128099560,17,11,13,4,30,11,33,26,7,9,32,10,14,7,16,26,6,8,15,21,25,12
chr7:128116851-128116860,26,21,22,10,32,16,53,41,10,17,61,15,29,21,31,83,9,20,21,23,44,15
chr7:128379351-128379360,54,43,27,24,85,33,85,84,24,40,103,37,45,37,40,122,25,39,44,51,77,27
chr7:129588851-129588860,25,25,12,5,35,11,40,28,8,23,54,14,17,8,16,61,7,9,26,14,27,11
chr7:129592851-129592860,44,32,23,14,59,27,60,57,15,26,64,24,33,33,43,68,20,30,35,33,44,21
chr7:129710201-129710210,73,55,40,21,88,40,93,77,25,22,125,38,42,47,61,110,22,34,43,56,66,20
chr7:129710251-129710260,68,47,37,17,80,39,85,66,21,29,115,40,42,45,51,105,24,34,42,58,71,27
chr7:129710301-129710310,69,46,34,22,81,37,83,68,22,26,100,37,42,34,47,109,23,31,40,51,76,29
chr7:129710351-129710360,66,48,32,24,87,34,92,77,22,23,83,30,53,33,50,116,21,23,35,48,74,33
chr7:129845301-129845310,47,35,38,14,39,20,57,41,12,20,72,20,20,17,36,53,11,21,16,31,57,17
chr7:130080901-130080910,42,28,27,18,57,31,57,55,11,15,66,28,48,30,35,90,19,23,25,23,39,10
chr7:130080951-130080960,42,28,25,13,51,30,50,49,13,10,75,20,34,23,32,72,16,19,23,18,34,10
chr7:131012601-131012610,55,42,33,20,60,36,54,47,11,25,73,35,32,25,44,69,13,11,36,32,38,30
chr7:131012651-131012660,44,39,30,20,64,33,63,58,12,30,67,31,31,29,42,75,12,17,33,35,43,30
chr7:132766951-132766960,99,79,56,28,196,62,199,164,31,62,217,85,62,90,107,268,28,68,82,52,124,59
chr7:132767001-132767010,102,76,52,35,193,50,196,160,31,75,214,79,59,85,105,237,20,66,73,59,123,53
chr7:132937701-132937710,80,59,49,20,121,50,107,78,14,44,144,48,51,53,75,140,17,46,47,52,86,49
chr7:132937751-132937760,98,67,55,23,123,46,106,80,16,40,158,50,49,58,71,145,14,44,59,52,89,51
chr7:132937801-132937810,87,59,45,22,114,42,98,85,17,44,131,33,52,47,72,130,20,45,56,53,75,32
chr7:133812051-133812060,42,28,22,11,55,21,64,62,10,24,78,31,26,31,66,105,7,13,19,22,28,14
chr7:133812101-133812110,37,34,21,10,60,15,74,48,9,33,67,28,29,31,37,106,6,11,29,30,27,20
chr7:134001801-134001810,72,58,33,30,125,39,166,135,13,44,122,41,53,51,96,215,30,43,43,39,74,31
chr7:134001851-134001860,77,66,37,28,155,48,185,133,11,52,158,46,61,64,97,227,30,44,52,49,78,31
chr7:134331401-134331410,111,112,84,52,245,79,236,200,35,85,244,92,64,93,149,349,46,76,81,89,137,61
chr7:134331451-134331460,123,117,89,54,236,90,239,205,41,101,294,109,87,118,186,375,43,88,93,95,144,56
chr7:134331501-134331510,116,119,92,62,228,95,245,201,41,103,308,99,101,145,195,347,46,83,91,99,150,55
chr7:134331551-134331560,122,116,77,61,249,91,263,204,38,114,295,92,93,150,207,347,47,89,98,95,155,56
chr7:134354751-134354760,24,28,13,9,55,9,74,68,11,10,43,5,12,12,30,78,6,8,21,15,25,8
chr7:134354801-134354810,18,17,10,9,50,7,69,63,12,11,38,6,10,15,29,64,5,9,17,19,19,10
chr7:134671251-134671260,44,33,28,19,107,32,103,108,20,30,104,44,43,51,75,170,22,33,40,23,45,18
chr7:134671301-134671310,46,32,27,21,110,33,114,115,23,28,106,34,44,43,77,168,23,31,29,25,39,16
chr7:134671351-134671360,44,30,27,18,115,30,103,105,23,24,97,34,42,40,70,158,20,30,29,24,40,15
chr7:134671401-134671410,48,29,30,17,121,31,111,108,20,24,101,32,42,40,65,162,20,30,28,25,43,17
chr7:134671451-134671460,52,30,34,17,115,34,116,114,22,20,104,33,44,42,69,165,20,26,31,24,52,15
chr7:134896351-134896360,119,90,82,46,161,53,182,168,51,72,220,74,69,83,116,247,40,64,70,83,122,52
chr7:134896401-134896410,121,96,87,50,145,67,170,151,50,76,226,72,65,89,122,205,32,53,90,94,131,58
chr7:134966451-134966460,25,21,9,17,36,13,33,30,11,12,53,14,14,13,15,52,7,14,16,26,24,11
chr7:135194951-135194960,98,94,81,54,201,73,195,171,32,61,223,78,62,100,108,270,37,66,87,89,142,59
chr7:135242601-135242610,51,43,14,15,100,34,87,111,21,27,97,25,28,42,77,122,17,23,36,26,49,15
chr7:135242651-135242660,59,45,18,19,101,34,92,100,25,27,95,27,35,41,77,137,10,21,35,25,56,16
chr7:135347151-135347160,53,51,35,37,87,44,101,82,27,47,132,47,44,47,75,134,23,32,49,41,82,37
chr7:135347201-135347210,66,42,42,34,89,42,95,72,27,47,141,61,48,51,69,134,20,35,52,43,70,34
chr7:135662101-135662110,64,45,32,18,92,34,86,88,16,41,110,43,41,44,57,131,15,26,36,46,62,23
chr7:135662151-135662160,67,54,40,26,105,41,101,81,14,53,129,44,55,55,72,144,21,29,50,58,85,34
chr7:135665651-135665660,71,33,24,15,95,24,63,64,6,22,71,31,32,40,53,94,13,23,21,27,52,15
chr7:137584051-137584060,21,17,12,13,47,10,47,40,7,17,57,14,17,13,24,42,8,6,16,17,30,7
chr7:137687001-137687010,151,88,78,45,199,85,218,186,32,78,232,90,78,97,184,291,47,64,89,81,144,77
chr7:137687051-137687060,159,100,93,50,194,91,230,182,43,79,257,87,90,98,181,311,46,74,103,102,160,75
chr7:137846451-137846460,18,17,11,6,50,14,34,30,7,14,35,17,16,22,20,44,8,8,9,11,20,13
chr7:137846501-137846510,16,11,5,4,49,10,35,34,6,11,38,12,14,18,22,46,6,7,8,10,19,11
chr7:138437451-138437460,39,34,27,19,144,29,158,143,17,43,125,37,35,38,76,238,7,21,33,43,60,43
chr7:138437501-138437510,42,45,31,25,140,38,176,140,22,40,128,34,37,31,83,223,4,23,42,44,63,35
chr7:138560801-138560810,16,17,8,6,32,6,37,29,6,7,49,24,17,9,15,41,11,16,15,10,19,13
chr7:138759951-138759960,17,12,15,6,25,14,26,12,9,10,37,13,14,9,21,29,2,4,16,10,18,5
chr7:138780151-138780160,34,41,23,20,84,22,96,81,15,26,92,30,22,30,41,95,10,20,26,32,52,13
chr7:138780201-138780210,31,44,23,25,83,30,95,75,13,27,83,32,20,29,37,92,11,20,22,36,51,21
chr7:138818501-138818510,25,17,11,14,54,16,53,38,8,5,55,26,18,16,30,65,2,14,11,21,23,11
chr7:140098301-140098310,28,11,10,8,47,20,41,34,9,23,40,10,17,17,25,61,10,7,17,16,26,13
chr7:140714751-140714760,55,54,40,29,111,35,114,106,29,32,146,35,46,39,83,136,19,35,35,35,73,33
chr7:140714801-140714810,70,43,39,29,111,39,116,105,29,34,152,47,41,48,81,152,20,38,38,53,80,50
chr7:140714851-140714860,66,38,29,24,121,32,96,91,25,32,127,41,32,48,69,132,19,31,30,60,82,33
chr7:141438001-141438010,75,50,34,21,115,52,136,103,20,36,138,34,49,37,79,141,23,27,34,40,57,23
chr7:141438051-141438060,80,52,35,28,124,53,133,100,24,39,131,32,39,39,80,147,22,31,32,36,68,26
chr7:142705201-142705210,14,19,13,6,29,3,28,24,7,20,45,19,18,9,23,47,6,10,17,14,28,8
chr7:142912351-142912360,15,17,8,7,22,7,19,24,5,10,40,10,20,12,18,31,2,12,20,20,15,8
chr7:142960551-142960560,36,22,15,9,62,17,60,43,15,8,56,19,27,18,31,105,7,15,23,17,31,23
chr7:142985351-142985360,78,80,54,38,116,54,133,111,35,60,158,62,61,65,74,169,16,62,75,87,124,57
chr7:142985401-142985410,108,80,64,47,137,59,145,116,31,58,169,64,55,74,81,178,20,70,71,85,134,55
chr7:143042701-143042710,18,11,11,9,38,8,34,35,6,16,36,10,11,6,15,56,6,7,10,11,29,11
chr7:143398551-143398560,49,41,11,9,66,19,82,66,16,37,76,17,15,23,29,68,10,14,19,19,28,14
chr7:143398601-143398610,39,45,24,8,62,21,76,78,16,40,106,24,22,26,28,67,12,15,24,20,19,22
chr7:143398651-143398660,38,38,18,13,57,18,78,72,11,37,86,23,26,23,27,51,9,14,22,11,28,18
chr7:143599051-143599060,66,35,19,35,117,34,120,134,20,37,87,47,46,51,67,178,15,29,35,34,55,22
chr7:143599101-143599110,69,36,21,38,111,40,123,136,22,42,83,48,52,50,72,183,13,36,39,39,59,22
chr7:143599151-143599160,71,34,22,37,109,39,121,131,18,41,86,47,49,46,72,179,14,36,38,37,61,21
chr7:143599201-143599210,72,36,22,35,103,37,125,122,19,36,87,45,49,46,71,185,15,35,39,39,67,22
chr7:143599251-143599260,72,37,18,34,101,42,121,110,21,42,87,48,47,50,70,179,14,34,43,39,66,26
chr7:143599301-143599310,69,44,39,31,104,34,106,98,21,46,109,45,44,48,70,182,21,39,44,49,77,30
chr7:143825001-143825010,18,22,14,12,25,12,25,37,3,8,40,12,17,15,19,37,7,10,5,15,15,10
chr7:144510151-144510160,20,16,13,5,45,11,57,49,7,10,50,9,16,17,27,62,1,5,16,11,20,9
chr7:144515751-144515760,8,27,15,14,65,12,81,73,15,24,78,21,18,28,31,68,7,10,20,10,25,11
chr7:144515801-144515810,9,27,17,12,71,13,84,68,11,24,80,22,16,27,28,72,7,12,19,12,33,10
chr7:144533151-144533160,129,117,61,47,196,75,202,175,34,69,226,75,82,102,142,276,28,57,78,62,106,54
chr7:145694451-145694460,100,80,37,12,44,105,59,15,21,31,103,39,24,24,30,45,7,31,63,50,62,59
chr7:145694501-145694510,165,137,66,33,71,160,98,43,35,53,159,68,52,38,57,67,19,61,80,92,100,110
chr7:148684601-148684610,29,26,20,15,61,16,52,58,11,24,60,21,27,27,45,69,13,23,16,26,38,27
chr7:148725751-148725760,144,95,80,54,150,72,184,150,46,75,177,66,95,91,138,303,44,80,95,92,150,73
chr7:148725801-148725810,146,96,70,50,138,78,175,133,40,78,181,62,84,85,130,287,42,78,93,94,142,66
chr7:148936701-148936710,36,32,18,16,52,10,53,42,9,23,58,26,30,20,37,61,10,20,33,23,42,11
chr7:148959201-148959210,62,47,22,10,63,38,77,51,13,22,101,31,30,32,32,85,20,23,23,30,61,25
chr7:148982301-148982310,56,51,29,21,86,45,92,67,15,38,120,50,27,42,50,92,19,34,42,45,62,35
chr7:149194901-149194910,73,57,30,17,62,34,72,46,20,24,94,43,28,39,40,78,22,31,26,25,43,22
chr7:149321851-149321860,82,65,42,21,84,36,94,66,25,36,83,34,43,40,55,111,12,37,31,35,71,30
chr7:149535401-149535410,76,43,29,30,70,42,96,61,15,26,107,36,46,40,59,105,22,34,44,50,82,35
chr7:149535451-149535460,72,51,38,20,81,31,96,68,16,28,104,41,50,38,58,110,25,34,41,55,83,26
chr7:150076301-150076310,89,70,40,18,96,42,97,70,22,29,126,42,56,57,57,100,26,39,64,55,77,31
chr7:150725451-150725460,92,65,52,23,94,46,79,84,16,40,144,51,53,55,64,118,26,38,50,54,91,36
chr7:150725501-150725510,86,49,48,24,97,44,74,90,21,50,138,54,48,51,65,113,27,45,41,50,97,34
chr7:150755151-150755160,77,65,35,29,94,41,100,76,23,52,161,48,75,47,71,118,22,45,59,62,93,40
chr7:150924401-150924410,68,47,50,25,63,39,82,51,18,37,131,56,50,39,60,88,22,36,67,63,89,43
chr7:151722751-151722760,40,54,36,22,86,33,107,73,21,39,84,39,51,39,49,102,21,37,40,28,64,36
chr7:152373251-152373260,52,38,33,7,52,20,51,41,14,25,72,29,28,26,30,50,9,31,19,37,42,14
chr7:152373301-152373310,52,39,34,12,53,25,55,35,13,32,78,24,31,25,26,44,6,31,23,36,38,12
chr7:152456851-152456860,34,37,29,12,49,29,64,48,20,29,57,20,26,27,50,87,10,26,29,33,45,15
chr7:156686001-156686010,128,80,51,46,107,54,103,90,27,83,196,71,74,78,80,170,28,62,63,73,115,54
chr7:156716001-156716010,27,17,13,4,37,15,47,30,13,13,51,22,8,9,30,57,7,7,16,23,29,12
chr7:157095251-157095260,45,25,32,17,49,19,41,33,14,17,55,33,36,20,48,72,14,14,29,20,43,14
chr7:157095301-157095310,49,26,30,16,49,16,40,35,9,17,64,30,28,23,44,72,10,17,24,24,42,12
chr7:158387951-158387960,35,48,33,26,27,12,39,46,42,19,60,36,52,17,32,53,11,17,21,28,41,52
chr7:158497601-158497610,96,68,59,28,70,45,67,64,26,49,146,53,46,76,77,130,35,52,67,71,114,44
chr7:158497651-158497660,108,73,55,23,76,50,79,78,31,47,138,49,59,81,88,151,42,63,60,74,103,42
chr7:158649101-158649110,62,49,43,15,82,32,58,61,12,32,103,38,37,32,53,78,19,34,38,42,59,26
chr7:158649151-158649160,80,61,43,19,78,37,59,67,17,34,122,36,36,29,60,88,23,33,36,46,62,29
chr7:158649201-158649210,79,72,47,24,79,34,71,67,19,37,121,34,51,39,70,111,16,36,44,38,75,30
chr7:158649251-158649260,68,60,40,23,76,32,59,60,20,38,89,30,46,31,68,98,13,33,31,28,64,24
chr8:681301-681310,84,49,47,26,73,23,99,58,18,38,101,45,60,63,73,142,21,35,38,58,83,29
chr8:7255501-7255510,47,16,11,10,26,8,27,34,5,10,44,14,20,7,24,59,6,10,10,20,25,11
chr8:7897501-7897510,8,1,7,2,8,2,9,5,7,2,1,2,5,6,8,7,4,7,1,0,2,0
chr8:7922901-7922910,9,10,11,5,15,2,12,14,2,6,28,11,9,14,6,28,1,4,10,11,20,6
chr8:7922951-7922960,13,12,16,4,7,2,9,9,3,5,34,14,4,12,8,23,1,8,12,4,18,8
chr8:8086051-8086060,25,4,44,13,35,1,30,39,21,2,114,8,38,51,41,85,22,45,47,20,39,28
